Apelin cells(H).z	Apelin cells(P).z	B cells(H).z	Cardiomyocytes (Atrium)(H).z	Cardiomyocytes (Ventricle)(H).z	Endocardial cells(H).z	Endothelial cells (Blood vessel)(H).z	Endothelial cells (Blood vessel)(P).z	Endothelial cells (Heart)(H).z	Endothelial cells (lymph)(P).z	Erythrocytes(H).z	Fibroblasts (Heart)(H).z	Fibroblasts (Liver)(P).z	Fibroblasts (Pancreas)(P).z	Granulocytes(H).z	Granulocytes(P).z	Hepatocytes A(P).z	Hepatocytes B(P).z	Macrophages(H).z	Macrophages(P).z	Microglia(B).z	Monocytes(H).z	Neurons (CNS)(B).z	Oligodendrocytes(B).z	Pancreas duct epithelial cells(P).z	Pancreas endocrine cells (alpha)(P).z	Pancreas endocrine cells (beta)(P).z	Pancreas endocrine cells (delta)(P).z	Pancreas endocrine cells (epsilon)(P).z	Pancreas endocrine cells (gip)(P).z	Pancreas exocrine cells A(P).z	Pancreas exocrine cells B(P).z	Peripheral Neurons(P).z	Radial glia(B).z	Smooth muscle cells (Heart)(H).z	Smooth muscle cells A(P).z	Smooth muscle cells B (Endocrine pancreas)(P).z	sst1.1 cells(P).z	T cells(H).z	T cells(P).z	TNFalpha cells(H).z	Undifferentiated cells(P).z	Unknown(B).z	Unknown(H).z	Ciona10	Ciona11	Ciona12	Ciona13	Ciona14	Ciona15	Ciona16	Ciona17	Ciona18	Ciona19	Ciona1	Ciona20	Ciona21	Ciona22	Ciona23	Ciona24	Ciona25	Ciona26	Ciona27	Ciona28	Ciona29	Ciona2	Ciona30	Ciona31	Ciona32	Ciona33	Ciona34	Ciona35	Ciona36	Ciona3	Ciona4	Ciona5	Ciona6	Ciona7	Ciona8	Ciona9
Ciona34	0.248536197603876	0.335847376493077	0.476493525672102	0.570953534399647	0.66285194733958	0.55220190109413	0.52981258552258	0.590597916496524	0.513975542238169	0.588953122328384	0.226653841879867	0.784396610907849	0.714940227161512	0.807726256929729	0.365116137704624	0.368540544798877	0.717494235479379	0.578964398468351	0.209980644306119	0.395564744823996	0.202431226052917	0.227891182838462	0.234860501737134	0.305669164922476	0.609942449561339	0.579894477444652	0.377888920812119	0.362441660895146	0.439312195559663	0.401441177762462	0.49550088275962	0.594044658390275	0.5558407792433	0.866809968844955	0.628738706928034	0.599852956500907	0.824267612314879	0.478873870328252	0.673911829969032	0.432523118259517	0.755718688030733	0.244554827554819	0.344266426550657	0.57113537836641	0.395123794947366	0.282500348820137	0.363001918005125	0.373933772011352	0.429235181120998	0.566569224615939	0.356512402433844	0.347523928495541	0.264773497033584	0.213509322912283	0.140043044387107	0.530104906758587	0.161104271781679	0.261723194092896	0.184369214604355	0.315038540120738	0.563344602076991	0.707254492966976	0.730529982788434	0.614745178257767	0.458351542234798	0.29210970985309	0.456408843266637	0.528369329794204	0.808914923160949	0.791349057835234	0.773502200664691	0.780576948462213	0.708720514674737	0.455537686070336	0.598420406725956	0.622124000879814	0.296118302508478	0.270927659665321	0.251032947165797	0.362178268014873
Ciona35	0.242482318206461	0.293544918349789	0.382423308542354	0.655688842400139	0.713603886946557	0.605058490379334	0.608527347429812	0.653287504007504	0.589598875976483	0.626527779034753	0.382681580507107	0.784929359865532	0.706096702994246	0.82083731028694	0.306824603902159	0.31323314146587	0.610283868571694	0.616238542814913	0.198702900432779	0.387104146332431	0.187740007798277	0.174994374523893	0.261836087163809	0.329186833232615	0.599016102296588	0.512047279928149	0.315839230400103	0.340237972015026	0.457446438186295	0.342306100068557	0.355490860894569	0.48049458497499	0.484455623384451	0.882430539446123	0.657881342965529	0.61811702782497	0.819361182567711	0.438326339245481	0.713743227250511	0.399862473410968	0.858176043511058	0.146590387357334	0.254829495964007	0.605697550491317	0.323318876055049	0.245936095002636	0.2962145390778	0.306333355644804	0.426880101030005	0.608007127206667	0.309241451449541	0.405507839405298	0.249237345469736	0.224218151364426	0.117388332796183	0.568344724563556	0.106952018006825	0.308422569344256	0.215564918245111	0.367994031324866	0.601552175863153	0.750431590475782	0.776764970980255	0.654870876268495	0.44151225934361	0.312311673225162	0.496971135405539	0.416247830233181	0.815436678566848	0.837952771991058	0.780576948462213	0.856144905421072	0.72661306566484	0.489242324972629	0.661390189282099	0.690902789497005	0.241535127741286	0.325260398349845	0.193706601092824	0.318166031064788
Ciona36	0.28107693243705	0.352466957060012	0.334041498316094	0.731428755615028	0.81684385759428	0.612826608977152	0.524521289548378	0.605207651653002	0.595602013914973	0.672763113474182	0.35909093731587	0.800263229285523	0.779238077669591	0.897299343295067	0.366594885349307	0.470107583205299	0.800651099089376	0.676558907518697	0.30045691398652	0.522488903875066	0.229844291041334	0.232287340445894	0.0597450861774694	0.137031178420605	0.726778718677282	0.578049084595884	0.378145002187701	0.426210372728597	0.426600730290442	0.36546334137131	0.691776398703718	0.71139690979344	0.522427761699263	0.773564534485683	0.672335411006617	0.643556382798181	0.86273655547533	0.493455166524418	0.672710965068006	0.480323286071158	0.771240235427968	0.270747972886849	0.368895329293469	0.702039909423485	0.269648071982527	0.220770668196631	0.277664913212294	0.219069515313234	0.357985961427855	0.472850795125818	0.25456719983807	0.378924091279443	0.186847586404818	0.1599444342507	0.185644183532987	0.567168542766277	0.137489613634268	0.15422559796362	0.188207482707546	0.336828887279763	0.538000719420372	0.673267609386528	0.748609025775438	0.645684307600961	0.3392605003157	0.337984047209799	0.494101760455681	0.418713697172957	0.785794215635707	0.735123390065321	0.708720514674737	0.72661306566484	0.712591232055682	0.491869368344951	0.545835038321103	0.568571680477899	0.203443317127947	0.275444861592953	0.197193452921789	0.30751244332947
Ciona3	0.202460230207008	0.198319706718712	0.647968935756484	0.695361278444381	0.819342299863433	0.216679631205554	0.249106987865988	0.344402473198938	0.221328738300589	0.399388386002976	0.59841192470852	0.244945759930437	0.201432575175455	0.464580377398951	0.469191688826643	0.408802920250314	0.818874187354243	0.192961713327689	0.645490775124227	0.677479413114766	0.426130072871097	0.613750001087671	0.276818314039452	0.254328963649226	0.453634730001605	0.833743412689666	0.80370084873161	0.788688624794221	0.715330760508306	0.751202494801914	0.326657664712441	0.814255004162108	0.344480516108786	0.332223345453688	0.347387626628232	0.299650589292035	0.436635220396824	0.761178699283602	0.661532157053273	0.655156846183203	0.486398870333392	0.461516918723007	0.242700271091415	0.370106658096937	0.124476132680275	0.14053241746263	0.115668756575233	0.119608871318226	0.117048775937421	0.226387296203524	0.118692818852746	0.719788456565614	0.264867772065645	0.343379609316853	0.6719786077357	0.887264854024669	0.431075285181292	0.199579285449942	0.410164710273452	0.627874274127823	0.620445910379648	0.591530345879833	0.863047857685297	0.884571710574546	0.154691428789061	0.761644531200093	0.176167906105348	0.105859065543939	0.604656600514899	0.540751118986027	0.455537686070336	0.489242324972629	0.491869368344951	0.87798298104381	0.547761405532365	0.427455095254146	0.286914565801775	0.53366153082267	0.146254511564716	0.127676616704556
Ciona4	0.1590611723542	0.266566319283063	0.430305624060347	0.60325536979509	0.697295709830694	0.466692442413979	0.439792956281446	0.555012976434867	0.379213170868299	0.515209209991799	0.399174328670885	0.593657290325914	0.61196009579848	0.628879654877997	0.575009975536628	0.353562152254658	0.737553392821285	0.600500923023924	0.357190250897033	0.529844045263386	0.28171269451185	0.288120822723077	0.0878685778025922	0.256130508324199	0.52388133597388	0.538460468782331	0.416324214863889	0.34785216245537	0.441936192167795	0.365980949047146	0.723919220592937	0.529960513107516	0.508139760723956	0.638300695994238	0.419252169945769	0.539227583979266	0.703552677690515	0.414107614035667	0.544847841868213	0.476018999788205	0.683603684001773	0.219793233851332	0.422046288753889	0.599558156355355	0.393511600910572	0.273881268381105	0.374917857836054	0.348432323851075	0.418782031190464	0.343468879209327	0.319698581067921	0.332825122613161	0.291470005095155	0.237818106118156	0.470159748410753	0.598458198830002	0.29098275425827	0.241810737033667	0.293341177881906	0.273131905825128	0.406317758719608	0.558228751871418	0.701268703344491	0.639350681307316	0.311720893465187	0.452345765896516	0.255744773850075	0.368574219399784	0.680227685625991	0.671115059302782	0.598420406725956	0.661390189282099	0.545835038321103	0.547761405532365	0.532813921747043	0.411398777236295	0.247641563434334	0.278021415572598	0.298683153847052	0.396382578894063
Ciona5	0.207452103449157	0.208282405359546	0.350878604548836	0.443298407385824	0.643186238170004	0.434273932130247	0.446217222527735	0.670655566616714	0.4455535421996	0.70598137317968	0.465390607475328	0.471808025578694	0.677448348357104	0.711021589852876	0.437856328100989	0.369300691669882	0.308814718657872	0.649873451044893	0.388422260259062	0.444075933085454	0.318941644055508	0.316383012457206	0.515520101562869	0.429829707219511	0.596969839491441	0.503399330602559	0.575804310124739	0.649881281231834	0.70378386899442	0.540177626689181	0.231253711476716	0.348276561531279	0.49506040677353	0.724198181946017	0.634545684652185	0.615036219961439	0.637799227269771	0.606549143323087	0.432869325792245	0.459359626120993	0.672973827130189	0.3631884833871	0.302961762827529	0.407493689827768	0.366494787759807	0.423923007626497	0.399507767493866	0.319942525148465	0.417545512360799	0.425837287901251	0.382997319045135	0.352579274984523	0.47019538327803	0.42755285201436	0.16261560416446	0.519749952023372	0.209279569362572	0.680744794163845	0.277573115165723	0.319698614888129	0.506102841416696	0.638317919836275	0.739631147375148	0.609870709767081	0.510697520474245	0.261837520762151	0.508622616118209	0.478205395626928	0.682778551937125	0.682134858524794	0.622124000879814	0.690902789497005	0.568571680477899	0.427455095254146	0.411398777236295	0.904932854673581	0.385370961308337	0.282658232818456	0.34337662866241	0.400288652354321
Ciona6	0.670045301726594	0.635612324716556	0.47743908954553	0.312340241689259	0.282029297519602	0.399667343475306	0.352077587918869	0.162331670657312	0.434756572520833	0.249535399214673	0.478165842175684	0.252660161610384	0.209422225337743	0.237336971250766	0.564838397841236	0.480048912907248	0.212486016836174	0.39668550486621	0.641037906332238	0.432656714016511	0.747946417734892	0.571864486870814	0.956942810640466	0.869534500516413	0.366798760389676	0.712992443113766	0.805578643506631	0.854024112647387	0.788165339887378	0.834983500247577	0.418334612044352	0.182329937422477	0.699916817146919	0.543408006210249	0.476861565651605	0.365262773559714	0.23083966617091	0.8539508067249	0.216727185674409	0.241338782254684	0.348402677630839	0.830247790712971	0.759875020717543	0.248206848835619	0.793803611706372	0.863263110843488	0.825821100997304	0.826717705805839	0.760961114005196	0.46897538541193	0.843603215483825	0.301015985698345	0.89689191207435	0.875216061693924	0.645748114603089	0.201277548284445	0.743183967097962	0.908000153407281	0.634513916948998	0.359599358853165	0.296537970928319	0.287200034767834	0.137224537983818	0.188221065072186	0.816182915226052	0.36768548738622	0.705195690634811	0.78759377855771	0.154318755214213	0.214261539374646	0.296118302508478	0.241535127741286	0.203443317127947	0.286914565801775	0.247641563434334	0.385370961308337	0.908190400212738	0.374394815764359	0.88849047810001	0.801861978714096
Ciona7	0.660023127956218	0.566558619850818	0.813672387290818	0.522951763731323	0.589078422090864	0.441775217031257	0.434849440032555	0.42257731320246	0.363737219153734	0.513399583660179	0.591951529197474	0.313744650170705	0.320435729501754	0.371389407255026	0.861663425616148	0.812148722193796	0.671459164608103	0.444049718652893	0.879367185956433	0.888827049069539	0.743008776479513	0.883346432098019	0.254904378767298	0.31164373717484	0.374463535414166	0.324276537924407	0.482213880391096	0.423585658583256	0.435423923289172	0.411585592505936	0.511067486223932	0.400944781678362	0.440784907471489	0.243409805616678	0.503829922958725	0.423249787719966	0.461771660719082	0.454137218393619	0.806405527728333	0.839789754159829	0.502563486933235	0.263087766533208	0.317853936643995	0.506025437981578	0.536460047462852	0.544172761418643	0.676505982303359	0.469800737858037	0.515988325750257	0.138073845526643	0.449705858513974	0.416102334363792	0.600646745004194	0.550891393653592	0.680233027879726	0.557061573655061	0.757737222138751	0.424219624155395	0.630777383297263	0.472161331252953	0.463222867044616	0.396960901806673	0.636874741185552	0.573950259418004	0.382606104833925	0.506916939437646	0.255960773971616	0.585475319030735	0.393238898271034	0.33582023077887	0.270927659665321	0.325260398349845	0.275444861592953	0.53366153082267	0.278021415572598	0.282658232818456	0.374394815764359	0.677010804321729	0.418692403920399	0.563730457731838
Ciona8	0.929636919377418	0.664383089430561	0.602045293037257	0.976884092149192	0.915847805988234	0.780496021864921	0.875037447837065	0.202754350871635	0.848161095597437	0.145370623402899	0.934039313399779	0.721388482166494	0.526148008622156	0.223911512344485	0.443565412756987	0.234663293547123	0.169045205998535	0.545295156821274	0.234778068528898	0.0484854700012615	0.369544233644139	0.446249912420661	0.683689606882029	0.609463508536491	0.401572303224078	0.0759015854398598	0.114624615050177	0.075608949669815	0.0962120164232188	0.114197627645536	0.726460963768875	0.439359201634056	0.591833119312075	0.293063022119571	0.890023321287437	0.728600501065485	0.533278071999556	0.0913742116545521	0.259969902942839	0.104510053788647	0.381009381278306	0.689436610226912	0.609873588045646	0.671357817385909	0.953747312653766	0.967783199394794	0.970323950090666	0.95976376529295	0.920502853755105	0.798349617207454	0.954151657953841	0.214102607563886	0.940941582305925	0.879263988234449	0.802616687687563	0.117496497058064	0.860996271360591	0.935889331159842	0.610945727382667	0.255246181693378	0.130146192683911	0.276097341233939	0.0374365896311024	0.0692358112143366	0.9042182430839	0.382808693618944	0.846999499241822	0.937096077924757	0.102519483361724	0.190402767558357	0.251032947165797	0.193706601092824	0.197193452921789	0.146254511564716	0.298683153847052	0.34337662866241	0.88849047810001	0.418692403920399	0.999955732625055	0.956808722154117
Ciona9	0.907781872667547	0.878236449821452	0.492469356917656	0.231303571631929	0.11537251247648	0.816076642579037	0.901333106281439	0.639976456615781	0.839241320259614	0.592705880255713	0.479838934326948	0.737096968281083	0.681411414554695	0.40908327353173	0.803982139157356	0.47022016831377	0.330131828466169	0.843096102339095	0.510843217931443	0.344467137936844	0.695001141580558	0.471903287287346	0.745011666299669	0.724625337656557	0.598136133797994	0.15668657557148	0.331549926130594	0.106232339055022	0.179903505939975	0.506594726045109	0.853538452277735	0.380802126279649	0.814613617371453	0.178832659351716	0.808976870065265	0.791002077832806	0.376887720551244	0.195716511960164	0.185485740668853	0.292081467173154	0.488304023656626	0.660979060919471	0.799162998486781	0.534969834071811	0.924037645460797	0.930597148171727	0.941332559907163	0.92015078610184	0.895623157507286	0.790858212182332	0.904918934386102	0.230993747548195	0.858952575906747	0.810250399848612	0.735020283958923	0.0973621709670756	0.837187557200888	0.853528238506062	0.725115036643067	0.295096940801649	0.170586178128327	0.202049678799053	0.0489286739793062	0.0701923308494369	0.835857467126458	0.338281491085673	0.801007537325819	0.888174462172698	0.190483781274655	0.281291236428595	0.362178268014873	0.318166031064788	0.30751244332947	0.127676616704556	0.396382578894063	0.400288652354321	0.801861978714096	0.563730457731838	0.956808722154117	0.933941147360006
