,0_n,0_p,1_n,1_p,2_n,2_p,3_n,3_p,4_n,4_p,5_n,5_p,6_n,6_p,7_n,7_p,8_n,8_p,9_n,9_p,10_n,10_p,11_n,11_p,12_n,12_p,13_n,13_p,14_n,14_p,15_n,15_p,16_n,16_p,17_n,17_p,18_n,18_p,19_n,19_p,20_n,20_p,21_n,21_p,22_n,22_p,23_n,23_p,24_n,24_p,25_n,25_p,26_n,26_p,27_n,27_p,28_n,28_p,29_n,29_p,30_n,30_p,31_n,31_p
0,ENSDARG00000023062,0.0,ENSDARG00000002403,0.0,ENSDARG00000033735,0.0,ENSDARG00000012593,0.0,ENSDARG00000010434,0.0,ENSDARG00000088091,0.0,ENSDARG00000103747,0.0,ENSDARG00000102744,0.0,ENSDARG00000076290,4.2860238409951637e-271,ENSDARG00000054804,5.9822942108458825e-238,ENSDARG00000037895,7.750219378758327e-305,ENSDARG00000027355,0.0,ENSDARG00000104353,0.0,ENSDARG00000102340,8.277904798104642e-254,ENSDARG00000041051,0.0,ENSDARG00000037281,0.0,ENSDARG00000008407,5.123687973494033e-272,ENSDARG00000009087,0.0,ENSDARG00000096829,0.0,ENSDARG00000039150,0.0,ENSDARG00000090634,1.4609476005848425e-217,ENSDARG00000045180,0.0,ENSDARG00000012972,0.0,ENSDARG00000089413,0.0,ENSDARG00000031952,0.0,ENSDARG00000076223,6.38078232423245e-234,ENSDARG00000033735,5.170704686592821e-262,ENSDARG00000057598,5.595350357349602e-187,ENSDARG00000039579,9.929780198480501e-217,ENSDARG00000036456,2.388580288267387e-164,ENSDARG00000044935,9.04264824280212e-140,ENSDARG00000041108,1.5532386000204892e-55
1,ENSDARG00000006514,0.0,ENSDARG00000087554,0.0,ENSDARG00000013522,0.0,ENSDARG00000012066,0.0,ENSDARG00000002644,0.0,ENSDARG00000068233,0.0,ENSDARG00000041065,0.0,ENSDARG00000043848,0.0,ENSDARG00000037997,1.9766189620587298e-187,ENSDARG00000104413,2.3907974042665965e-160,ENSDARG00000103747,8.59077990215599e-284,ENSDARG00000010478,0.0,ENSDARG00000037188,0.0,ENSDARG00000093549,8.404308482376992e-147,ENSDARG00000012972,0.0,ENSDARG00000070844,0.0,ENSDARG00000043465,2.2396508948779312e-213,ENSDARG00000012450,0.0,ENSDARG00000038643,0.0,ENSDARG00000095627,0.0,ENSDARG00000011961,1.5909778067649717e-172,ENSDARG00000086391,1.1567545044243357e-294,ENSDARG00000088091,0.0,ENSDARG00000104413,4.43082759929454e-155,ENSDARG00000069464,3.21649382935029e-270,ENSDARG00000070844,6.402768809706721e-214,ENSDARG00000068784,4.569876100881956e-227,ENSDARG00000090634,7.224242507388796e-177,ENSDARG00000031228,9.886233310546722e-136,ENSDARG00000019845,2.1882424331552603e-89,ENSDARG00000043154,6.2410697619945135e-136,ENSDARG00000039150,2.5626745546425147e-49
2,ENSDARG00000087303,0.0,ENSDARG00000003938,0.0,ENSDARG00000060041,0.0,ENSDARG00000052615,0.0,ENSDARG00000098108,0.0,ENSDARG00000027063,0.0,ENSDARG00000100020,0.0,ENSDARG00000035882,2.384014050080324e-275,ENSDARG00000003570,3.83086779637003e-187,ENSDARG00000069090,1.207662213508945e-141,ENSDARG00000093549,4.0483022472786737e-277,ENSDARG00000038028,0.0,ENSDARG00000038643,0.0,ENSDARG00000104138,1.7177743303464694e-97,ENSDARG00000040076,0.0,ENSDARG00000012194,0.0,ENSDARG00000013741,2.43304387274079e-176,ENSDARG00000068233,0.0,ENSDARG00000095019,8.384765515689159e-179,ENSDARG00000044612,0.0,ENSDARG00000033539,5.618990933036006e-164,ENSDARG00000074201,1.4086735091110685e-294,ENSDARG00000020007,1.251070823411854e-151,ENSDARG00000104470,2.8107995287337694e-144,ENSDARG00000003795,3.1130249956980645e-256,ENSDARG00000094557,2.5584668035509097e-195,ENSDARG00000055064,1.3053975635350225e-203,ENSDARG00000077776,1.0371201691578039e-166,ENSDARG00000090560,4.082232028376832e-114,ENSDARG00000035858,2.4422877080290684e-88,ENSDARG00000031981,1.847787046911549e-100,ENSDARG00000043081,9.533447211068506e-49
3,ENSDARG00000069048,0.0,ENSDARG00000001760,0.0,ENSDARG00000037188,0.0,ENSDARG00000068036,0.0,ENSDARG00000000796,0.0,ENSDARG00000101785,0.0,ENSDARG00000022303,0.0,ENSDARG00000013522,1.2613995156229798e-265,ENSDARG00000044669,2.415817016782317e-149,ENSDARG00000010717,6.217029698843475e-131,ENSDARG00000035810,1.7538176129244549e-274,ENSDARG00000039007,0.0,ENSDARG00000002613,0.0,ENSDARG00000001873,1.0508978474124007e-94,ENSDARG00000032405,0.0,ENSDARG00000039007,0.0,ENSDARG00000009106,4.810305650001287e-170,ENSDARG00000089043,0.0,ENSDARG00000099918,2.8191183937337654e-170,ENSDARG00000077301,0.0,ENSDARG00000070161,4.364863366556777e-104,ENSDARG00000039579,1.2587620615286383e-264,ENSDARG00000040076,2.4913767970949862e-141,ENSDARG00000069361,9.251979674419425e-133,ENSDARG00000043371,6.855159015075241e-223,ENSDARG00000037000,3.4430634846729196e-185,ENSDARG00000095019,2.198656001697377e-201,ENSDARG00000056627,2.3834309048490772e-164,ENSDARG00000103747,1.759770598794109e-107,ENSDARG00000027529,5.596144569227002e-72,ENSDARG00000023151,1.4430184898777713e-58,ENSDARG00000102249,2.8389702540172816e-46
4,ENSDARG00000039273,0.0,ENSDARG00000002613,0.0,ENSDARG00000087554,0.0,ENSDARG00000035859,0.0,ENSDARG00000055874,0.0,ENSDARG00000054610,0.0,ENSDARG00000090560,0.0,ENSDARG00000054300,4.120507326987564e-257,ENSDARG00000068820,2.0001314912661296e-147,ENSDARG00000022315,3.6638705059511064e-122,ENSDARG00000054451,2.1153016725375186e-241,ENSDARG00000104470,2.1111374043058065e-288,ENSDARG00000011648,0.0,ENSDARG00000038306,4.7214837376979814e-86,ENSDARG00000024116,0.0,ENSDARG00000023151,0.0,ENSDARG00000002131,2.04600916885246e-144,ENSDARG00000033735,0.0,ENSDARG00000058226,3.2999561021383888e-130,ENSDARG00000044613,0.0,ENSDARG00000053656,4.471620799175886e-96,ENSDARG00000090560,1.5343841583925911e-176,ENSDARG00000038010,1.8273623001575876e-134,ENSDARG00000068262,2.118861583738302e-110,ENSDARG00000039007,1.7141194062497493e-197,ENSDARG00000000069,7.480501386334252e-139,ENSDARG00000004034,1.2695559991953895e-196,ENSDARG00000098280,6.640715999828385e-162,ENSDARG00000056178,2.197307334005766e-93,ENSDARG00000007823,1.0194323248187494e-67,ENSDARG00000012066,5.732714135065982e-29,ENSDARG00000040072,7.453481989534923e-46
5,ENSDARG00000070050,0.0,ENSDARG00000044299,0.0,ENSDARG00000002613,0.0,ENSDARG00000071586,0.0,ENSDARG00000008936,0.0,ENSDARG00000009087,0.0,ENSDARG00000075549,0.0,ENSDARG00000044751,1.4177632937344596e-244,ENSDARG00000016871,3.4655711095970766e-134,ENSDARG00000086753,3.53033930171765e-119,ENSDARG00000039579,5.2865170509188206e-241,ENSDARG00000070844,7.896598324951511e-283,ENSDARG00000078500,0.0,ENSDARG00000016733,1.7584369792658398e-85,ENSDARG00000071345,1.0048376780194392e-291,ENSDARG00000104702,0.0,ENSDARG00000098280,4.608565265840193e-143,ENSDARG00000095627,0.0,ENSDARG00000043848,9.004707495874683e-116,ENSDARG00000040251,0.0,ENSDARG00000100742,4.200327865220905e-92,ENSDARG00000093440,1.256121776100398e-172,ENSDARG00000015495,4.4987130572187283e-128,ENSDARG00000053194,1.5099107964148884e-106,ENSDARG00000063914,3.879337147464264e-167,ENSDARG00000014165,1.3117795615790633e-115,ENSDARG00000026829,7.225065391410031e-194,ENSDARG00000020015,1.2006875723391587e-159,ENSDARG00000017676,1.6582950499456732e-79,ENSDARG00000055751,6.933574464579283e-64,ENSDARG00000059933,2.7758975798760523e-26,ENSDARG00000034368,1.4725762395018213e-43
6,ENSDARG00000020007,0.0,ENSDARG00000060041,0.0,ENSDARG00000077301,0.0,ENSDARG00000044935,0.0,ENSDARG00000102340,0.0,ENSDARG00000042725,0.0,ENSDARG00000067850,2.8161215032847053e-298,ENSDARG00000094557,2.212865516582037e-222,ENSDARG00000063177,4.063516940547515e-131,ENSDARG00000055874,5.184068078336607e-111,ENSDARG00000104138,8.6372031578748095e-221,ENSDARG00000100252,1.3864837413105119e-238,ENSDARG00000060041,0.0,ENSDARG00000010434,2.756557230832259e-79,ENSDARG00000019033,9.635289618763612e-279,ENSDARG00000036481,9.283093964464275e-273,ENSDARG00000055874,6.123666216711012e-141,ENSDARG00000055504,0.0,ENSDARG00000043665,4.296263822088574e-115,ENSDARG00000033735,0.0,ENSDARG00000041363,3.1405987223729003e-91,ENSDARG00000002644,1.6476315633796316e-169,ENSDARG00000104138,1.0259758797652128e-120,ENSDARG00000056481,4.073074793920759e-103,ENSDARG00000093448,1.0561736855767406e-138,ENSDARG00000005230,1.6778729050471524e-103,ENSDARG00000018283,4.5277226549205607e-191,ENSDARG00000103962,3.6496625547149236e-157,ENSDARG00000020007,8.352060747078387e-61,ENSDARG00000023062,2.447748062765739e-61,ENSDARG00000069048,2.991592557977356e-25,ENSDARG00000087693,1.248257044212791e-37
7,ENSDARG00000012066,2.892397895617446e-292,ENSDARG00000037188,0.0,ENSDARG00000031228,0.0,ENSDARG00000045676,0.0,ENSDARG00000070682,0.0,ENSDARG00000038010,0.0,ENSDARG00000087457,8.7957159995493e-298,ENSDARG00000053493,2.5754526213978333e-220,ENSDARG00000005560,7.268201162937352e-117,ENSDARG00000038559,9.920085469494423e-110,ENSDARG00000040764,3.876792219278337e-220,ENSDARG00000089921,4.7360205586467535e-238,ENSDARG00000037009,0.0,ENSDARG00000057598,6.054363345827601e-79,ENSDARG00000075014,5.227270007319096e-246,ENSDARG00000053405,4.0088360726591675e-266,ENSDARG00000104279,4.460718262505873e-132,ENSDARG00000068784,0.0,ENSDARG00000040971,1.2260320225239584e-88,ENSDARG00000040072,0.0,ENSDARG00000042876,1.324370483853295e-88,ENSDARG00000074908,1.944130053326152e-164,ENSDARG00000004034,4.422596980177732e-92,ENSDARG00000039273,3.4951646959878117e-102,ENSDARG00000029064,1.9598541117097933e-132,ENSDARG00000019444,1.2902424963322461e-73,ENSDARG00000054610,2.9462255006686634e-184,ENSDARG00000053194,3.6243993948237063e-156,ENSDARG00000012066,1.616449945787598e-58,ENSDARG00000076223,1.6391772947177815e-55,ENSDARG00000037000,8.42836953354907e-24,ENSDARG00000000069,1.5995095457698965e-35
8,ENSDARG00000104110,8.992020772531652e-285,ENSDARG00000014013,0.0,ENSDARG00000063341,0.0,ENSDARG00000005220,0.0,ENSDARG00000028396,0.0,ENSDARG00000023188,0.0,ENSDARG00000062479,3.771599653026419e-262,ENSDARG00000025375,3.482936165515332e-202,ENSDARG00000011648,5.939950805907621e-94,ENSDARG00000038154,1.7638319721489003e-101,ENSDARG00000030463,1.7070313790764302e-162,ENSDARG00000035741,1.067749423319703e-225,ENSDARG00000100789,0.0,ENSDARG00000036820,2.3107946646358254e-78,ENSDARG00000042876,4.686930243230317e-200,ENSDARG00000035882,3.9360879993381595e-242,ENSDARG00000056122,2.279512672712923e-127,ENSDARG00000071437,0.0,ENSDARG00000023330,1.0401051767850658e-83,ENSDARG00000037281,8.050197568477455e-277,ENSDARG00000043154,1.671852924839403e-85,ENSDARG00000022995,9.294241820029169e-161,ENSDARG00000019845,7.007408530166088e-89,ENSDARG00000007804,4.040957128389677e-102,ENSDARG00000033789,7.740416237363451e-131,ENSDARG00000038028,2.2692949845101538e-49,ENSDARG00000077301,7.168460862193001e-180,ENSDARG00000041921,9.474154041117321e-155,ENSDARG00000022995,4.5071314750241115e-58,ENSDARG00000100020,1.111463496702466e-52,ENSDARG00000093549,1.2453946159288286e-23,ENSDARG00000098114,3.950988196962352e-34
9,ENSDARG00000054823,6.710367779973474e-276,ENSDARG00000052615,0.0,ENSDARG00000096668,0.0,ENSDARG00000020007,0.0,ENSDARG00000014361,0.0,ENSDARG00000071437,0.0,ENSDARG00000055009,2.0014132599098008e-260,ENSDARG00000000069,5.053419874067151e-199,ENSDARG00000009871,1.4102501423225272e-81,ENSDARG00000089921,4.4693137260763926e-100,ENSDARG00000070161,2.5249881071498747e-154,ENSDARG00000007294,2.1517555616208934e-223,ENSDARG00000103594,0.0,ENSDARG00000014361,2.4784600692042752e-77,ENSDARG00000015495,6.569715803997016e-196,ENSDARG00000052712,2.96780159035016e-181,ENSDARG00000104413,6.79237997600237e-127,ENSDARG00000102599,0.0,ENSDARG00000003681,1.1438619849406978e-82,ENSDARG00000002731,2.885682080689316e-262,ENSDARG00000031981,7.634975286174865e-72,ENSDARG00000061436,1.1439964818708208e-120,ENSDARG00000076554,1.4113668418508537e-80,ENSDARG00000057626,5.75111110514189e-93,ENSDARG00000007745,6.683539817040201e-115,ENSDARG00000037846,1.2621141566770684e-46,ENSDARG00000038010,2.0435919273355284e-179,ENSDARG00000001873,2.840399784915616e-151,ENSDARG00000089354,2.2349775028445462e-57,ENSDARG00000009087,1.2149227013349043e-44,ENSDARG00000010962,1.7206142975571752e-23,ENSDARG00000003931,5.3941553053286606e-33
10,ENSDARG00000015495,2.339884809350348e-273,ENSDARG00000044431,0.0,ENSDARG00000057691,0.0,ENSDARG00000056831,0.0,ENSDARG00000031981,0.0,ENSDARG00000068784,0.0,ENSDARG00000055751,5.662483037380643e-259,ENSDARG00000056410,3.583914300716641e-192,ENSDARG00000020482,9.400420230128883e-81,ENSDARG00000038306,2.4137625530917654e-96,ENSDARG00000040251,6.319467328518236e-150,ENSDARG00000005359,7.292709549111328e-220,ENSDARG00000040440,0.0,ENSDARG00000044751,6.638251709563814e-73,ENSDARG00000036820,1.9297634223749904e-187,ENSDARG00000086740,4.612427215205459e-178,ENSDARG00000069361,6.969749935166297e-126,ENSDARG00000042332,0.0,ENSDARG00000070108,1.3913439039078312e-81,ENSDARG00000031228,1.8590837915539255e-250,ENSDARG00000010032,5.982178270299984e-68,ENSDARG00000012016,1.20066437190977e-109,ENSDARG00000007804,9.151990222376847e-80,ENSDARG00000017093,2.7323597420423214e-90,ENSDARG00000019404,2.300164649207258e-106,ENSDARG00000069013,4.386167247850765e-45,ENSDARG00000088091,5.198279347432125e-171,ENSDARG00000060041,4.3563980425129724e-151,ENSDARG00000074201,3.3899307282033676e-57,ENSDARG00000067850,1.6879673970459555e-40,ENSDARG00000039273,1.91571112390419e-23,ENSDARG00000036481,1.0047004534664591e-32
11,ENSDARG00000061436,3.961090570487184e-269,ENSDARG00000101900,0.0,ENSDARG00000014591,0.0,ENSDARG00000023062,0.0,ENSDARG00000068708,0.0,ENSDARG00000103483,2.3015620681064313e-307,ENSDARG00000037895,5.914844284224402e-259,ENSDARG00000026829,3.3677601576156446e-187,ENSDARG00000045843,1.3964287819637165e-73,ENSDARG00000052304,9.083424802299117e-96,ENSDARG00000100729,1.1014453797332465e-148,ENSDARG00000035810,4.9844048067675955e-207,ENSDARG00000003938,0.0,ENSDARG00000088357,1.820901015698673e-70,ENSDARG00000004034,2.049337801067043e-187,ENSDARG00000076223,1.1521857145913707e-175,ENSDARG00000069090,4.5183592042466145e-111,ENSDARG00000040072,0.0,ENSDARG00000104413,6.124528411265033e-80,ENSDARG00000013522,3.092736249756119e-220,ENSDARG00000087693,4.0679463000108677e-66,ENSDARG00000086471,1.2763504915521008e-106,ENSDARG00000042876,1.4833683528057351e-78,ENSDARG00000019487,1.8290987222461054e-87,ENSDARG00000041065,1.0032241196526996e-97,ENSDARG00000096118,5.126123956047301e-45,ENSDARG00000040072,1.5152062819112074e-162,ENSDARG00000044935,8.38817663175544e-151,ENSDARG00000041065,2.7038660407201104e-56,ENSDARG00000041078,4.999970873947527e-40,ENSDARG00000029353,3.4965472003097404e-22,ENSDARG00000035882,6.951196891754632e-32
12,ENSDARG00000098700,7.416794212398933e-256,ENSDARG00000068820,0.0,ENSDARG00000040072,0.0,ENSDARG00000001873,0.0,ENSDARG00000096118,0.0,ENSDARG00000004034,4.8057511871914315e-288,ENSDARG00000056178,1.456919448884705e-258,ENSDARG00000090634,4.960319566323114e-187,ENSDARG00000020607,4.5391980399190744e-71,ENSDARG00000071046,3.7404592823942264e-95,ENSDARG00000017676,8.201603874410984e-148,ENSDARG00000035918,3.223493763162206e-201,ENSDARG00000044299,0.0,ENSDARG00000041921,4.646033045046669e-68,ENSDARG00000068978,3.487065614510125e-171,ENSDARG00000000069,1.2662326561052584e-159,ENSDARG00000063914,1.3562008950514348e-97,ENSDARG00000027529,0.0,ENSDARG00000020442,1.0732457559251388e-76,ENSDARG00000042725,8.584800578758092e-220,ENSDARG00000007760,1.9013870826206132e-62,ENSDARG00000103747,3.0418231948366e-99,ENSDARG00000098700,1.2795353922583575e-77,ENSDARG00000045180,1.1480266449587261e-86,ENSDARG00000054907,4.003028941805593e-91,ENSDARG00000071426,2.6168515999544732e-42,ENSDARG00000040251,4.4779854103754624e-159,ENSDARG00000018574,4.173551357124579e-150,ENSDARG00000053493,1.3214296578527073e-53,ENSDARG00000036820,3.059329366536662e-39,ENSDARG00000071586,4.731081728931621e-22,ENSDARG00000043848,3.778641680646578e-30
13,ENSDARG00000017676,8.081759667443977e-247,ENSDARG00000011648,0.0,ENSDARG00000035882,0.0,ENSDARG00000042319,0.0,ENSDARG00000053194,2.860860226093959e-296,ENSDARG00000089043,3.8047987200129046e-281,ENSDARG00000023062,6.698336141291919e-249,ENSDARG00000019924,5.4188672463679946e-185,ENSDARG00000105037,5.398657737208562e-71,ENSDARG00000014361,1.5808936767701854e-91,ENSDARG00000035858,5.641828380612829e-145,ENSDARG00000003795,6.379140187056765e-178,ENSDARG00000016484,0.0,ENSDARG00000040890,1.0311292049398608e-67,ENSDARG00000088091,4.0746754106962534e-166,ENSDARG00000043848,6.353869206919347e-147,ENSDARG00000021405,1.5285041715697542e-96,ENSDARG00000043081,0.0,ENSDARG00000088929,8.515691792102006e-75,ENSDARG00000055504,4.216922343563987e-208,ENSDARG00000104470,5.001853587734252e-59,ENSDARG00000100020,8.423227484898914e-96,ENSDARG00000042725,7.809571661983113e-77,ENSDARG00000079111,4.287150736836392e-85,ENSDARG00000036329,2.936258620081335e-88,ENSDARG00000036239,4.0750638787996983e-41,ENSDARG00000031228,1.6985563037299113e-157,ENSDARG00000099453,2.5548407518789258e-148,ENSDARG00000069048,1.204236569343586e-51,ENSDARG00000015495,6.041114613144402e-36,ENSDARG00000098700,9.519864514697662e-21,ENSDARG00000033604,4.381609210386567e-30
14,ENSDARG00000076554,1.091637265029387e-238,ENSDARG00000014591,0.0,ENSDARG00000103594,0.0,ENSDARG00000030087,0.0,ENSDARG00000100742,3.781398814958483e-285,ENSDARG00000056605,2.7086401772102306e-277,ENSDARG00000074908,8.404601745682217e-245,ENSDARG00000093440,1.743972048138247e-184,ENSDARG00000040440,7.713540464898577e-71,ENSDARG00000090389,1.984180101932998e-89,ENSDARG00000053493,1.6038121666848131e-137,ENSDARG00000054907,3.572338284987236e-174,ENSDARG00000069422,0.0,ENSDARG00000040764,5.861979249830758e-65,ENSDARG00000053979,3.4253072887774615e-153,ENSDARG00000045888,7.114924284302829e-144,ENSDARG00000063921,2.3171442438258322e-91,ENSDARG00000006029,0.0,ENSDARG00000041397,1.4214101120109927e-72,ENSDARG00000023151,2.1715703337645496e-206,ENSDARG00000079848,1.36936270962787e-58,ENSDARG00000100729,1.1059595457265255e-95,ENSDARG00000007823,1.4791720664752703e-74,ENSDARG00000054451,2.244492160855466e-80,ENSDARG00000016687,4.2576877908097295e-81,ENSDARG00000063914,2.4254332315125647e-39,ENSDARG00000042725,4.712588714647282e-156,ENSDARG00000002131,2.2389866129612273e-146,ENSDARG00000098700,1.492107308394975e-46,ENSDARG00000012972,2.740614100566539e-32,ENSDARG00000093440,3.6952150332289446e-19,ENSDARG00000043154,2.3457899248567424e-28
15,ENSDARG00000055009,5.280384548698016e-238,ENSDARG00000042337,0.0,ENSDARG00000005586,0.0,ENSDARG00000034718,0.0,ENSDARG00000043857,6.009648826320589e-283,ENSDARG00000004906,3.0008966809075068e-266,ENSDARG00000053858,2.054079343918204e-239,ENSDARG00000070844,2.954842404080876e-181,ENSDARG00000029058,2.512994392626035e-69,ENSDARG00000079688,2.3123160891755903e-87,ENSDARG00000097478,1.2812484090391615e-133,ENSDARG00000043635,3.751192960360737e-169,ENSDARG00000029058,0.0,ENSDARG00000104702,4.954732833793327e-62,ENSDARG00000042725,5.733179038212511e-149,ENSDARG00000071345,5.4605809432165325e-142,ENSDARG00000044332,6.306424340783724e-89,ENSDARG00000040251,0.0,ENSDARG00000104071,8.92638580044323e-71,ENSDARG00000031952,5.925810362084904e-203,ENSDARG00000090194,9.245271647480865e-56,ENSDARG00000030463,5.3359387918062936e-92,ENSDARG00000026829,1.8850599514188575e-73,ENSDARG00000043287,6.304310931423011e-77,ENSDARG00000039346,8.182775500674852e-81,ENSDARG00000039757,5.246034977809053e-39,ENSDARG00000027063,1.004365150426762e-155,ENSDARG00000044299,1.0346668119932529e-140,ENSDARG00000062479,2.1044636324572673e-44,ENSDARG00000023003,4.972475649994282e-32,ENSDARG00000002732,1.5051618794772671e-18,ENSDARG00000058079,1.1996735864087373e-27
16,ENSDARG00000059933,1.5657119183244454e-229,ENSDARG00000101637,0.0,ENSDARG00000095019,0.0,ENSDARG00000018574,0.0,ENSDARG00000069013,8.196396247493702e-281,ENSDARG00000095627,1.5792450117605413e-243,ENSDARG00000074201,1.3146121854406116e-236,ENSDARG00000044402,8.828572146018707e-181,ENSDARG00000077126,4.3331971286284655e-68,ENSDARG00000045888,4.904367740902936e-87,ENSDARG00000020298,2.5901238605506777e-128,ENSDARG00000043371,1.626773718326364e-166,ENSDARG00000071670,0.0,ENSDARG00000037958,1.1241653209665218e-61,ENSDARG00000101680,2.974737318247602e-146,ENSDARG00000069464,7.02405765828352e-141,ENSDARG00000036820,1.521266338357189e-87,ENSDARG00000088040,0.0,ENSDARG00000070050,5.656839204962543e-69,ENSDARG00000008735,7.773742719673258e-197,ENSDARG00000036456,3.836616884243164e-55,ENSDARG00000062479,5.743358729263804e-91,ENSDARG00000058597,6.387671205043907e-71,ENSDARG00000039915,9.191150212381667e-76,ENSDARG00000022995,2.442615227386336e-80,ENSDARG00000098700,7.369936383661911e-36,ENSDARG00000002613,8.050146746095484e-151,ENSDARG00000101637,7.810505841601926e-139,ENSDARG00000091418,9.588143979067098e-44,ENSDARG00000009881,4.9050575547457604e-30,ENSDARG00000044613,6.020039045821927e-18,ENSDARG00000102744,2.887555800440515e-25
17,ENSDARG00000062479,1.739363974410652e-227,ENSDARG00000040440,0.0,ENSDARG00000022788,0.0,ENSDARG00000087303,0.0,ENSDARG00000044332,9.840274346324159e-277,ENSDARG00000044612,1.2740927930851705e-233,ENSDARG00000039579,6.429698497057657e-226,ENSDARG00000039390,3.47491035907835e-178,ENSDARG00000014591,4.6491688556062164e-67,ENSDARG00000035918,7.973179012419212e-84,ENSDARG00000009534,3.119867638410446e-125,ENSDARG00000093448,2.4250756175628744e-162,ENSDARG00000031795,0.0,ENSDARG00000045364,2.562300986899434e-61,ENSDARG00000007867,9.145794166710046e-145,ENSDARG00000098589,1.4860168116306535e-133,ENSDARG00000076618,4.68085487056003e-81,ENSDARG00000003931,0.0,ENSDARG00000070866,9.27949957229674e-69,ENSDARG00000035870,3.4251497935080067e-194,ENSDARG00000036481,6.5766202820218055e-53,ENSDARG00000009313,4.94097268848636e-84,ENSDARG00000103980,1.398524865648628e-65,ENSDARG00000009106,2.9691078419088576e-71,ENSDARG00000075709,1.7441012855886813e-79,ENSDARG00000036329,1.0061922481601212e-35,ENSDARG00000037281,7.067567797690857e-148,ENSDARG00000055708,1.4413188443964247e-137,ENSDARG00000019845,1.7309859207862534e-43,ENSDARG00000055876,9.940616896314922e-30,ENSDARG00000062479,4.8788274854626965e-17,ENSDARG00000094557,3.579309568505756e-25
18,ENSDARG00000074908,4.160333159928934e-227,ENSDARG00000029058,0.0,ENSDARG00000014898,0.0,ENSDARG00000016733,0.0,ENSDARG00000044540,4.372530805395832e-275,ENSDARG00000044613,1.1979279533821262e-223,ENSDARG00000019845,3.3502075797283488e-217,ENSDARG00000079111,1.3077276898844393e-163,ENSDARG00000009001,4.805961133300987e-65,ENSDARG00000057626,1.3186440068068838e-82,ENSDARG00000104437,6.944167885016575e-118,ENSDARG00000070824,3.411276514557138e-158,ENSDARG00000105037,2.059096647487028e-305,ENSDARG00000030087,4.300916952183418e-57,ENSDARG00000014361,9.158828148634218e-144,ENSDARG00000026369,1.2177240281745734e-130,ENSDARG00000070686,2.0521029139166165e-72,ENSDARG00000039150,0.0,ENSDARG00000079688,5.3483959630092e-61,ENSDARG00000039579,8.185601660016391e-189,ENSDARG00000020448,1.698290443522917e-52,ENSDARG00000041078,1.1433229595811128e-80,ENSDARG00000075549,4.60542142108583e-65,ENSDARG00000070435,1.308456375856505e-68,ENSDARG00000010717,1.0580576649145135e-76,ENSDARG00000062479,4.336202728963694e-35,ENSDARG00000087554,9.859767416075386e-142,ENSDARG00000076836,1.8498061379984424e-135,ENSDARG00000061436,1.59979435797809e-41,ENSDARG00000098700,1.5146112806446587e-28,ENSDARG00000075549,5.829996129433609e-17,ENSDARG00000039007,4.410712898901222e-25
19,ENSDARG00000056178,1.3378705978616608e-226,ENSDARG00000057691,0.0,ENSDARG00000002403,0.0,ENSDARG00000060489,0.0,ENSDARG00000042823,8.941709655278965e-275,ENSDARG00000098700,1.4365091883294719e-216,ENSDARG00000104138,2.49199057991983e-207,ENSDARG00000012972,1.158531104172532e-159,ENSDARG00000006395,2.1194174624403683e-63,ENSDARG00000005560,3.400124745264831e-79,ENSDARG00000026068,2.7976506670944506e-116,ENSDARG00000036239,5.186945172727654e-157,ENSDARG00000087554,4.766306686193644e-305,ENSDARG00000013741,5.634104677502792e-54,ENSDARG00000055510,7.566691904501983e-142,ENSDARG00000036239,1.3090727696861102e-128,ENSDARG00000008735,7.454681239889892e-69,ENSDARG00000069361,0.0,ENSDARG00000023217,5.77117486667906e-61,ENSDARG00000039980,2.160689683335615e-170,ENSDARG00000056122,2.8567728531007997e-51,ENSDARG00000069464,2.0607028704967174e-80,ENSDARG00000010784,2.452414083240809e-63,ENSDARG00000061854,1.187124260172976e-66,ENSDARG00000086471,2.2054991856979454e-68,ENSDARG00000075549,4.4404913568889427e-35,ENSDARG00000013522,1.2331451174537036e-136,ENSDARG00000042864,8.306228376171728e-134,ENSDARG00000074908,3.808430533663613e-41,ENSDARG00000008383,3.120899600545896e-28,ENSDARG00000056178,9.77291317819903e-17,ENSDARG00000036456,3.618933790157243e-24
